I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,0.01,,,,,0.009,0.012,0.03,,,
,0.01,,,,,0.009,0.014,0.03,,,
,0.009,,,,,0.01,0.015,0.029,,,
,0.009,,,,,0.01,0.015,0.029,,,
,0.01,,,,,0.01,0.015,0.029,,,
,0.011,,,,,0.009,0.014,0.029,,,
,0.013,,,,,0.009,0.014,0.029,,,
,0.015,,,,,0.01,0.016,0.03,,,
,0.015,,,,,0.01,0.017,0.03,,,
,0.014,,,,,0.009,0.019,0.029,,,
,0.014,,,,,0.009,0.019,0.029,,,
,0.015,,,,,0.01,0.02,0.03,,,
,0.015,,,,,0.01,0.019,0.03,,,
,0.014,,,,,0.009,0.02,0.029,,,
,0.014,,,,,0.009,0.02,0.029,,,
,0.015,,,,,0.011,0.019,0.031,,,
,0.015,,,,,0.013,0.019,0.033,,,
,0.014,,,,,0.014,0.02,0.034,,,
,0.014,,,,,0.015,0.022,0.035,,,
,0.015,,,,,0.014,0.024,0.034,,,
,0.015,,,,,0.014,0.025,0.034,,,
,0.014,,,,,0.015,0.026,0.035,,,
,0.014,,,,,0.015,0.025,0.035,,,
,0.015,,,,,0.014,0.024,0.034,,,
,0.015,,,,,0.014,0.024,0.034,,,
,0.013,,,,,0.015,0.025,0.035,,,
,0.009,,,,,0.017,0.027,0.035,,,
,0.005,,,,,0.019,0.029,0.034,,,
,0.002,,,,,0.02,0.03,0.034,,,
,0.001,,,,,0.019,0.029,0.035,,,
,-0.001,,,,,0.019,0.029,0.035,,,
,-0.005,,,,,0.02,0.03,0.034,,,
,-0.009,,,,,0.02,0.03,0.035,,,
,-0.011,,,,,0.019,0.029,0.036,,,
,-0.013,,,,,0.019,0.029,0.038,,,
,-0.015,,,,,0.02,0.03,0.04,,,
,-0.019,,,,,0.019,0.03,0.04,,,
,-0.023,,,,,0.02,0.029,0.039,,,
,-0.027,,,,,0.021,0.029,0.039,,,
,-0.029,,,,,0.023,0.03,0.04,,,
,-0.029,,,,,0.025,0.03,0.04,,,
,-0.027,,,,,0.026,0.029,0.039,,,
,-0.025,,,,,0.025,0.029,0.039,,,
,-0.024,,,,,0.024,0.03,0.04,,,
,-0.025,,,,,0.024,0.03,0.04,,,
,-0.025,,,,,0.025,0.03,0.04,,,
,-0.023,,,,,0.025,0.029,0.039,,,
,-0.021,,,,,0.025,0.03,0.039,,,
,-0.019,,,,,0.024,0.029,0.04,,,
,-0.019,,,,,0.023,0.029,0.04,,,
,-0.019,,,,,0.025,0.029,0.039,,,
,-0.018,,,,,0.028,0.031,0.039,,,
,-0.016,,,,,0.032,0.034,0.04,,,
,-0.014,,,,,0.035,0.035,0.039,,,
,-0.013,,,,,0.036,0.033,0.037,,,
,-0.014,,,,,0.035,0.03,0.035,,,
,-0.015,,,,,0.034,0.029,0.034,,,
,-0.016,,,,,0.034,0.029,0.034,,,
,-0.015,,,,,0.035,0.03,0.035,,,
,-0.012,,,,,0.035,0.03,0.036,,,
,-0.01,,,,,0.034,0.029,0.035,,,
,-0.01,,,,,0.034,0.029,0.033,,,
,-0.01,,,,,0.035,0.03,0.031,,,
,-0.009,,,,,0.035,0.03,0.03,,,
,-0.007,,,,,0.034,0.029,0.029,,,
,-0.005,,,,,0.034,0.029,0.029,,,
,-0.004,,,,,0.035,0.03,0.029,,,
,-0.004,,,,,0.035,0.03,0.029,,,
,-0.004,,,,,0.034,0.029,0.03,,,
,-0.003,,,,,0.034,0.029,0.03,,,
,-0.001,,,,,0.035,0.03,0.03,,,
,0.0,,,,,0.035,0.03,0.029,,,
,0.0,,,,,0.034,0.029,0.027,,,
,0.0,,,,,0.034,0.029,0.025,,,
,0.0,,,,,0.035,0.03,0.024,,,
,0.0,,,,,0.035,0.03,0.024,,,
,0.0,,,,,0.034,0.029,0.025,,,
,-0.004,,,,,0.034,0.029,0.025,,,
,-0.008,,,,,0.035,0.03,0.025,,,
,-0.012,,,,,0.035,0.03,0.025,,,
,-0.016,,,,,0.034,0.03,0.024,,,
,-0.02,,,,,0.034,0.029,0.024,,,
,-0.024,,,,,0.035,0.027,0.022,,,
,-0.028,,,,,0.035,0.025,0.021,,,
,-0.033,,,,,0.034,0.024,0.019,,,
,-0.037,,,,,0.034,0.024,0.019,,,
,-0.04,,,,,0.034,0.025,0.019,,,
,-0.039,,,,,0.035,0.025,0.02,,,
,-0.036,,,,,0.035,0.024,0.02,,,
,-0.033,,,,,0.034,0.025,0.018,,,
,-0.033,,,,,0.034,0.025,0.017,,,
,-0.035,,,,,0.035,0.024,0.015,,,
,-0.035,,,,,0.035,0.024,0.015,,,
,-0.035,,,,,0.034,0.025,0.014,,,
,-0.034,,,,,0.034,0.025,0.014,,,
,-0.032,,,,,0.035,0.024,0.014,,,
,-0.03,,,,,0.035,0.024,0.014,,,
,-0.029,,,,,0.034,0.025,0.015,,,
,-0.029,,,,,0.034,0.025,0.015,,,
,-0.03,,,,,0.035,0.024,0.014,,,
,-0.031,,,,,0.035,0.024,0.012,,,
,-0.03,,,,,0.034,0.025,0.01,,,
,-0.028,,,,,0.034,0.025,0.009,,,
,-0.026,,,,,0.035,0.024,0.009,,,
,-0.025,,,,,0.035,0.024,0.009,,,
,-0.024,,,,,0.034,0.025,0.01,,,
,-0.024,,,,,0.034,0.024,0.01,,,
,-0.025,,,,,0.035,0.025,0.009,,,
,-0.025,,,,,0.035,0.025,0.01,,,
,-0.024,,,,,0.034,0.024,0.009,,,
,-0.023,,,,,0.033,0.023,0.008,,,
,-0.021,,,,,0.031,0.021,0.006,,,
,-0.019,,,,,0.029,0.019,0.004,,,
,-0.018,,,,,0.028,0.019,0.004,,,
,-0.019,,,,,0.029,0.019,0.004,,,
,-0.02,,,,,0.03,0.02,0.005,,,
,-0.02,,,,,0.03,0.02,0.005,,,
,-0.019,,,,,0.029,0.019,0.004,,,
,-0.017,,,,,0.029,0.019,0.004,,,
,-0.015,,,,,0.03,0.019,0.005,,,
,-0.014,,,,,0.03,0.019,0.005,,,
,-0.014,,,,,0.029,0.02,0.004,,,
,-0.015,,,,,0.029,0.02,0.004,,,
,-0.016,,,,,0.03,0.019,0.005,,,
,-0.015,,,,,0.03,0.019,0.005,,,
,-0.013,,,,,0.029,0.02,0.004,,,
,-0.011,,,,,0.029,0.02,0.004,,,
,-0.009,,,,,0.03,0.019,0.004,,,
,-0.009,,,,,0.03,0.018,0.005,,,
,-0.009,,,,,0.03,0.016,0.005,,,
,-0.01,,,,,0.029,0.014,0.004,,,
,-0.011,,,,,0.029,0.014,0.004,,,
,-0.01,,,,,0.03,0.015,0.005,,,
,-0.008,,,,,0.03,0.015,0.005,,,
,-0.006,,,,,0.029,0.014,0.004,,,
,-0.005,,,,,0.029,0.014,0.004,,,
,-0.004,,,,,0.03,0.015,0.005,,,
,-0.005,,,,,0.03,0.015,0.005,,,
,-0.004,,,,,0.028,0.014,0.004,,,
,-0.004,,,,,0.026,0.014,0.004,,,
,-0.004,,,,,0.025,0.015,0.005,,,
,-0.004,,,,,0.024,0.015,0.005,,,
,-0.004,,,,,0.025,0.014,0.004,,,
,-0.006,,,,,0.025,0.014,0.004,,,
,-0.01,,,,,0.024,0.015,0.005,,,
,-0.015,,,,,0.024,0.014,0.005,,,
,-0.018,,,,,0.025,0.012,0.004,,,
,-0.019,,,,,0.025,0.01,0.004,,,
,-0.02,,,,,0.024,0.009,0.005,,,
,-0.022,,,,,0.024,0.009,0.005,,,
,-0.024,,,,,0.025,0.01,0.004,,,
,-0.026,,,,,0.025,0.01,0.004,,,
,-0.028,,,,,0.024,0.009,0.005,,,
,-0.03,,,,,0.024,0.009,0.005,,,
,-0.032,,,,,0.025,0.01,0.004,,,
,-0.034,,,,,0.024,0.01,0.004,,,
,-0.036,,,,,0.025,0.009,0.005,,,
,-0.039,,,,,0.025,0.01,0.005,,,
,-0.039,,,,,0.024,0.009,0.004,,,
,-0.038,,,,,0.024,0.009,0.004,,,
,-0.035,,,,,0.025,0.01,0.005,,,
,-0.034,,,,,0.025,0.01,0.005,,,
,-0.034,,,,,0.024,0.009,0.004,,,
,-0.034,,,,,0.024,0.009,0.004,,,
,-0.035,,,,,0.025,0.01,0.005,,,
,-0.035,,,,,0.024,0.009,0.005,,,
,-0.034,,,,,0.023,0.008,0.003,,,
,-0.034,,,,,0.021,0.006,0.001,,,
,-0.035,,,,,0.02,0.005,0.0,,,
,-0.035,,,,,0.019,0.004,0.0,,,
,-0.035,,,,,0.019,0.004,0.0,,,
,-0.034,,,,,0.02,0.005,0.0,,,
,-0.034,,,,,0.021,0.005,0.0,,,
,-0.035,,,,,0.02,0.004,0.0,,,
,-0.035,,,,,0.018,0.004,0.0,,,
,-0.034,,,,,0.016,0.005,0.0,,,
,-0.034,,,,,0.015,0.005,0.0,,,
,-0.035,,,,,0.014,0.004,0.0,,,
,-0.035,,,,,0.014,0.005,0.0,,,
,-0.034,,,,,0.014,0.004,0.0,,,
,-0.034,,,,,0.014,0.004,0.0,,,
,-0.035,,,,,0.015,0.005,0.0,,,
,-0.035,,,,,0.015,0.005,0.0,,,
,-0.034,,,,,0.015,0.005,0.0,,,
,-0.034,,,,,0.013,0.003,0.0,,,
,-0.035,,,,,0.011,0.001,0.0,,,
,-0.034,,,,,0.01,0.0,0.0,,,
,-0.032,,,,,0.009,0.0,0.0,,,
,-0.03,,,,,0.009,0.0,0.0,,,
,-0.029,,,,,0.009,0.0,0.0,,,
,-0.029,,,,,0.009,0.0,0.0,,,
,-0.03,,,,,0.01,0.0,0.0,,,
,-0.03,,,,,0.01,0.0,0.0,,,
,-0.029,,,,,0.009,0.0,0.0,,,
,-0.029,,,,,0.008,0.0,0.0,,,
,-0.03,,,,,0.007,0.0,0.0,,,
,-0.03,,,,,0.005,0.0,0.0,,,
,-0.029,,,,,0.004,0.0,0.0,,,
,-0.029,,,,,0.004,0.0,0.0,,,
,-0.03,,,,,0.005,0.0,0.0,,,
,-0.03,,,,,0.005,0.0,0.0,,,
,-0.029,,,,,0.004,0.0,0.0,,,
,-0.029,,,,,0.003,-0.001,0.001,,,
,-0.03,,,,,0.001,-0.003,0.003,,,
,-0.03,,,,,0.0,-0.005,0.005,,,
,-0.03,,,,,0.0,-0.006,0.006,,,
,-0.03,,,,,0.0,-0.005,0.005,,,
,-0.029,,,,,0.0,-0.004,0.004,,,
,-0.029,,,,,0.0,-0.004,0.004,,,
,-0.029,,,,,0.0,-0.005,0.004,,,
,-0.03,,,,,0.0,-0.005,0.005,,,
,-0.03,,,,,0.0,-0.005,0.005,,,
,-0.03,,,,,0.0,-0.004,0.004,,,
,-0.03,,,,,-0.002,-0.004,0.003,,,
,-0.029,,,,,-0.004,-0.005,0.004,,,
,-0.028,,,,,-0.005,-0.005,0.006,,,
,-0.026,,,,,-0.005,-0.004,0.008,,,
,-0.024,,,,,-0.005,-0.004,0.009,,,
,-0.022,,,,,-0.004,-0.005,0.01,,,
,-0.02,,,,,-0.004,-0.005,0.01,,,
,-0.018,,,,,-0.005,-0.004,0.009,,,
,-0.016,,,,,-0.005,-0.005,0.009,,,
,-0.015,,,,,-0.004,-0.004,0.01,,,
,-0.015,,,,,-0.002,-0.002,0.01,,,
,-0.014,,,,,0.0,0.0,0.009,,,
,-0.014,,,,,0.0,0.0,0.009,,,
,-0.012,,,,,0.0,0.0,0.01,,,
,-0.01,,,,,0.0,0.0,0.01,,,
,-0.007,,,,,0.0,0.0,0.009,,,
,-0.005,,,,,0.0,0.0,0.009,,,
,-0.004,,,,,0.0,0.0,0.01,,,
,-0.005,,,,,0.0,0.0,0.012,,,
,-0.004,,,,,0.0,0.0,0.014,,,
,-0.003,,,,,0.0,0.0,0.015,,,
,-0.002,,,,,0.0,0.0,0.014,,,
,0.0,,,,,0.0,0.0,0.014,,,
,0.004,,,,,0.0,0.0,0.015,,,
,0.005,,,,,0.0,0.0,0.015,,,
,0.003,,,,,0.0,0.0,0.014,,,
,0.002,,,,,0.0,0.0,0.014,,,
,0.006,,,,,0.0,0.0,0.015,,,
,0.017,,,,,0.002,0.002,0.014,,,
,0.027,,,,,0.004,0.004,0.015,,,
,0.031,,,,,0.005,0.005,0.016,,,
,0.028,,,,,0.004,0.004,0.018,,,
,0.024,,,,,0.004,0.004,0.02,,,
,0.024,,,,,0.005,0.005,0.021,,,
,0.024,,,,,0.005,0.005,0.02,,,
,0.023,,,,,0.004,0.004,0.019,,,
,0.021,,,,,0.004,0.004,0.019,,,
,0.019,,,,,0.004,0.005,0.02,,,
,0.019,,,,,0.005,0.005,0.02,,,
,0.019,,,,,0.005,0.005,0.02,,,
,0.02,,,,,0.004,0.004,0.019,,,
,0.021,,,,,0.004,0.004,0.019,,,
,0.02,,,,,0.005,0.005,0.02,,,
,0.018,,,,,0.005,0.005,0.02,,,
,0.016,,,,,0.004,0.004,0.019,,,
,0.015,,,,,0.005,0.005,0.02,,,
,0.015,,,,,0.007,0.007,0.022,,,
,0.015,,,,,0.009,0.009,0.024,,,
,0.013,,,,,0.01,0.01,0.025,,,
,0.011,,,,,0.01,0.01,0.025,,,
,0.009,,,,,0.009,0.009,0.024,,,
,0.008,,,,,0.009,0.009,0.024,,,
,0.009,,,,,0.01,0.01,0.025,,,
,0.01,,,,,0.01,0.01,0.025,,,
,0.011,,,,,0.009,0.009,0.024,,,
,0.009,,,,,0.01,0.009,0.024,,,
,0.007,,,,,0.009,0.01,0.025,,,
,0.005,,,,,0.009,0.01,0.025,,,
,0.004,,,,,0.01,0.009,0.024,,,
,0.004,,,,,0.01,0.01,0.024,,,
,0.005,,,,,0.009,0.009,0.025,,,
,0.005,,,,,0.009,0.009,0.025,,,
,0.004,,,,,0.01,0.01,0.024,,,
,0.004,,,,,0.01,0.01,0.024,,,
,0.005,,,,,0.009,0.009,0.025,,,
,0.005,,,,,0.01,0.01,0.025,,,
,0.004,,,,,0.011,0.011,0.024,,,
,0.004,,,,,0.013,0.013,0.024,,,
,0.005,,,,,0.015,0.015,0.025,,,
,0.005,,,,,0.015,0.015,0.025,,,
,0.004,,,,,0.014,0.014,0.024,,,
,0.004,,,,,0.014,0.014,0.024,,,
,0.005,,,,,0.015,0.015,0.025,,,
,0.005,,,,,0.015,0.015,0.025,,,
,0.004,,,,,0.014,0.014,0.024,,,
,0.004,,,,,0.014,0.014,0.024,,,
,0.005,,,,,0.015,0.015,0.025,,,
,0.005,,,,,0.015,0.015,0.025,,,
,0.004,,,,,0.015,0.015,0.025,,,
,0.004,,,,,0.014,0.014,0.024,,,
,0.004,,,,,0.014,0.014,0.024,,,
,0.005,,,,,0.015,0.015,0.025,,,
,0.006,,,,,0.015,0.015,0.025,,,
,0.005,,,,,0.014,0.014,0.024,,,
,0.003,,,,,0.014,0.014,0.024,,,
,0.001,,,,,0.015,0.015,0.025,,,
,0.0,,,,,0.015,0.015,0.025,,,
,0.0,,,,,0.014,0.014,0.024,,,
,0.0,,,,,0.014,0.014,0.024,,,
,0.0,,,,,0.015,0.015,0.025,,,
,0.0,,,,,0.015,0.015,0.025,,,
,0.0,,,,,0.014,0.014,0.024,,,
,0.0,,,,,0.014,0.013,0.024,,,
,0.0,,,,,0.015,0.014,0.025,,,
,0.0,,,,,0.015,0.016,0.025,,,
,0.0,,,,,0.014,0.018,0.024,,,
,0.0,,,,,0.014,0.019,0.024,,,
,0.0,,,,,0.015,0.02,0.025,,,
,0.0,,,,,0.015,0.02,0.025,,,
,0.0,,,,,0.014,0.019,0.024,,,
,0.0,,,,,0.014,0.019,0.024,,,
,0.0,,,,,0.015,0.02,0.025,,,
,0.0,,,,,0.015,0.02,0.025,,,
,0.0,,,,,0.014,0.019,0.024,,,
,0.0,,,,,0.014,0.019,0.024,,,
,0.0,,,,,0.015,0.02,0.025,,,
,0.0,,,,,0.015,0.02,0.025,,,
,0.0,,,,,0.014,0.019,0.024,,,
,0.0,,,,,0.014,0.019,0.024,,,
,0.0,,,,,0.015,0.02,0.025,,,
,0.0,,,,,0.015,0.02,0.025,,,
,0.0,,,,,0.014,0.019,0.024,,,
,-0.001,,,,,0.014,0.019,0.024,,,
,-0.003,,,,,0.015,0.02,0.025,,,
,-0.005,,,,,0.014,0.02,0.025,,,
,-0.008,,,,,0.015,0.019,0.024,,,
,-0.009,,,,,0.015,0.019,0.024,,,
,-0.009,,,,,0.014,0.02,0.025,,,
,-0.009,,,,,0.014,0.02,0.025,,,
,-0.009,,,,,0.014,0.019,0.024,,,
,-0.011,,,,,0.015,0.019,0.024,,,
,-0.013,,,,,0.015,0.019,0.024,,,
,-0.014,,,,,0.014,0.02,0.025,,,
,-0.015,,,,,0.012,0.022,0.025,,,
,-0.015,,,,,0.01,0.024,0.024,,,
,-0.015,,,,,0.009,0.025,0.024,,,
,-0.017,,,,,0.009,0.025,0.025,,,
,-0.02,,,,,0.009,0.025,0.025,,,
,-0.023,,,,,0.01,0.024,0.024,,,
,-0.024,,,,,0.01,0.024,0.024,,,
,-0.025,,,,,0.009,0.025,0.025,,,
,-0.024,,,,,0.009,0.025,0.025,,,
,-0.025,,,,,0.01,0.024,0.024,,,
,-0.027,,,,,0.01,0.024,0.024,,,
,-0.029,,,,,0.009,0.025,0.025,,,
,-0.03,,,,,0.009,0.025,0.025,,,
,-0.031,,,,,0.01,0.024,0.024,,,
,-0.029,,,,,0.01,0.024,0.024,,,
,-0.027,,,,,0.009,0.025,0.025,,,
,-0.025,,,,,0.009,0.025,0.025,,,
,-0.024,,,,,0.01,0.024,0.024,,,
,-0.024,,,,,0.01,0.024,0.024,,,
,-0.025,,,,,0.009,0.025,0.025,,,
,-0.024,,,,,0.009,0.025,0.025,,,
,-0.025,,,,,0.01,0.024,0.024,,,
,-0.025,,,,,0.01,0.024,0.024,,,
,-0.024,,,,,0.009,0.025,0.025,,,
,-0.024,,,,,0.009,0.025,0.025,,,
,-0.025,,,,,0.01,0.024,0.024,,,
,-0.025,,,,,0.01,0.024,0.024,,,
,-0.024,,,,,0.009,0.025,0.025,,,
,-0.022,,,,,0.009,0.025,0.025,,,
,-0.02,,,,,0.01,0.024,0.024,,,
,-0.019,,,,,0.01,0.024,0.024,,,
,-0.02,,,,,0.009,0.025,0.025,,,
,-0.02,,,,,0.009,0.025,0.025,,,
,-0.019,,,,,0.01,0.024,0.024,,,
,-0.02,,,,,0.01,0.024,0.025,,,
,-0.019,,,,,0.009,0.025,0.026,,,
,-0.019,,,,,0.009,0.025,0.028,,,
,-0.02,,,,,0.01,0.024,0.029,,,
,-0.02,,,,,0.01,0.024,0.03,,,
,-0.021,,,,,0.01,0.024,0.03,,,
,-0.019,,,,,0.009,0.025,0.029,,,
,-0.015,,,,,0.009,0.025,0.028,,,
,-0.01,,,,,0.01,0.024,0.029,,,
,-0.005,,,,,0.01,0.024,0.031,,,
,-0.001,,,,,0.009,0.025,0.033,,,
,0.0,,,,,0.009,0.025,0.034,,,
,0.002,,,,,0.01,0.024,0.035,,,
,0.004,,,,,0.01,0.024,0.035,,,
,0.007,,,,,0.009,0.025,0.034,,,
,0.011,,,,,0.009,0.025,0.034,,,
,0.016,,,,,0.01,0.024,0.035,,,
,0.02,,,,,0.01,0.024,0.037,,,
,0.024,,,,,0.009,0.025,0.039,,,
,0.026,,,,,0.009,0.025,0.04,,,
,0.027,,,,,0.01,0.024,0.04,,,
,0.029,,,,,0.01,0.025,0.04,,,
,0.032,,,,,0.011,0.027,0.039,,,
,0.034,,,,,0.013,0.029,0.039,,,
,0.035,,,,,0.016,0.03,0.04,,,
,0.034,,,,,0.019,0.03,0.04,,,
,0.035,,,,,0.02,0.03,0.039,,,
,0.036,,,,,0.02,0.031,0.039,,,
,0.038,,,,,0.02,0.033,0.039,,,
,0.04,,,,,0.02,0.034,0.039,,,
,0.042,,,,,0.022,0.034,0.038,,,
,0.044,,,,,0.024,0.034,0.039,,,
,0.046,,,,,0.025,0.035,0.042,,,
,0.047,,,,,0.024,0.037,0.046,,,
,0.05,,,,,0.025,0.04,0.051,,,
,0.055,,,,,0.026,0.043,0.055,,,
,0.059,,,,,0.029,0.044,0.058,,,
,0.06,,,,,0.032,0.044,0.061,,,
,0.061,,,,,0.034,0.046,0.063,,,
,0.065,,,,,0.034,0.051,0.065,,,
,0.075,,,,,0.035,0.058,0.067,,,
,0.086,,,,,0.035,0.066,0.069,,,
,0.093,,,,,0.036,0.072,0.071,,,
,0.095,,,,,0.037,0.074,0.072,,,
,0.094,,,,,0.039,0.074,0.074,,,
,0.094,,,,,0.041,0.075,0.077,,,
,0.094,,,,,0.041,0.075,0.078,,,
,0.095,,,,,0.039,0.074,0.079,,,
,0.095,,,,,0.037,0.073,0.079,,,
,0.094,,,,,0.035,0.074,0.08,,,
,0.094,,,,,0.034,0.076,0.081,,,
,0.095,,,,,0.033,0.079,0.083,,,
,0.095,,,,,0.034,0.08,0.084,,,
,0.094,,,,,0.035,0.081,0.085,,,
,0.094,,,,,0.035,0.08,0.084,,,
,0.094,,,,,0.033,0.078,0.086,,,
,0.094,,,,,0.031,0.078,0.09,,,
,0.095,,,,,0.029,0.081,0.097,,,
,0.097,,,,,0.029,0.085,0.104,,,
,0.102,,,,,0.029,0.088,0.109,,,
,0.11,,,,,0.031,0.087,0.108,,,
,0.119,,,,,0.032,0.082,0.101,,,
,0.125,,,,,0.029,0.074,0.094,,,
,0.125,,,,,0.021,0.067,0.089,,,
,0.122,,,,,0.01,0.062,0.086,,,
,0.118,,,,,0.0,0.058,0.083,,,
,0.118,,,,,-0.008,0.054,0.079,,,
,0.119,,,,,-0.014,0.049,0.075,,,
,0.121,,,,,-0.02,0.044,0.071,,,
,0.12,,,,,-0.026,0.038,0.067,,,
,0.119,,,,,-0.032,0.032,0.063,,,
,0.117,,,,,-0.038,0.027,0.059,,,
,0.115,,,,,-0.043,0.021,0.055,,,
,0.114,,,,,-0.049,0.016,0.05,,,
,0.114,,,,,-0.055,0.012,0.046,,,
,0.115,,,,,-0.061,0.009,0.044,,,
,0.115,,,,,-0.066,0.007,0.046,,,
,0.114,,,,,-0.069,0.005,0.049,,,
,0.113,,,,,-0.069,0.005,0.051,,,
,0.111,,,,,-0.067,0.005,0.05,,,
,0.11,,,,,-0.064,0.005,0.05,,,
,0.108,,,,,-0.061,0.004,0.05,,,
,0.108,,,,,-0.06,0.004,0.05,,,
,0.11,,,,,-0.06,0.005,0.049,,,
,0.11,,,,,-0.06,0.005,0.049,,,
,0.11,,,,,-0.059,0.005,0.05,,,
,0.108,,,,,-0.058,0.004,0.05,,,
,0.108,,,,,-0.056,0.004,0.05,,,
,0.111,,,,,-0.054,0.004,0.049,,,
,0.114,,,,,-0.054,0.004,0.049,,,
,0.118,,,,,-0.055,0.005,0.05,,,
,0.124,,,,,-0.054,0.006,0.05,,,
,0.129,,,,,-0.052,0.008,0.052,,,
,0.13,,,,,-0.049,0.01,0.056,,,
,0.128,,,,,-0.046,0.012,0.063,,,
,0.132,,,,,-0.045,0.014,0.069,,,
,0.145,,,,,-0.044,0.016,0.07,,,
,0.162,,,,,-0.045,0.018,0.068,,,
,0.17,,,,,-0.044,0.02,0.064,,,
,0.164,,,,,-0.042,0.02,0.061,,,
,0.15,,,,,-0.04,0.02,0.06,,,
,0.137,,,,,-0.04,0.018,0.06,,,
,0.127,,,,,-0.039,0.016,0.059,,,
,0.119,,,,,-0.039,0.015,0.059,,,
,0.112,,,,,-0.038,0.014,0.058,,,
,0.107,,,,,-0.036,0.014,0.056,,,
,0.103,,,,,-0.033,0.014,0.053,,,
,0.099,,,,,-0.032,0.014,0.051,,,
,0.094,,,,,-0.03,0.015,0.05,,,
,0.089,,,,,-0.028,0.015,0.05,,,
,0.083,,,,,-0.026,0.014,0.049,,,
,0.078,,,,,-0.024,0.014,0.049,,,
,0.073,,,,,-0.022,0.015,0.047,,,
,0.07,,,,,-0.02,0.015,0.045,,,
,0.067,,,,,-0.018,0.014,0.043,,,
,0.063,,,,,-0.016,0.014,0.041,,,
,0.058,,,,,-0.014,0.015,0.039,,,
,0.054,,,,,-0.014,0.015,0.037,,,
,0.051,,,,,-0.014,0.014,0.035,,,
,0.047,,,,,-0.013,0.014,0.035,,,
,0.043,,,,,-0.011,0.015,0.034,,,
,0.039,,,,,-0.009,0.015,0.034,,,
,0.035,,,,,-0.009,0.014,0.033,,,
,0.032,,,,,-0.009,0.014,0.031,,,
,0.027,,,,,-0.01,0.015,0.028,,,
,0.023,,,,,-0.01,0.015,0.026,,,
,0.02,,,,,-0.009,0.015,0.025,,,
,0.017,,,,,-0.009,0.015,0.025,,,
,0.016,,,,,-0.01,0.015,0.025,,,
,0.014,,,,,-0.009,0.014,0.023,,,
,0.012,,,,,-0.009,0.012,0.022,,,
,0.01,,,,,-0.01,0.01,0.02,,,
,0.009,,,,,-0.01,0.009,0.018,,,
,0.008,,,,,-0.009,0.009,0.016,,,
,0.009,,,,,-0.009,0.009,0.014,,,
,0.01,,,,,-0.01,0.01,0.013,,,
,0.01,,,,,-0.01,0.01,0.014,,,
,0.008,,,,,-0.008,0.01,0.016,,,
,0.006,,,,,-0.006,0.01,0.018,,,
,0.005,,,,,-0.005,0.009,0.019,,,
,0.004,,,,,-0.004,0.009,0.02,,,
,0.005,,,,,-0.005,0.01,0.019,,,
,0.005,,,,,-0.005,0.01,0.019,,,
,0.004,,,,,-0.004,0.009,0.02,,,
,0.004,,,,,-0.004,0.009,0.02,,,
,0.005,,,,,-0.005,0.01,0.019,,,
,0.005,,,,,-0.005,0.01,0.019,,,
,0.004,,,,,-0.004,0.009,0.02,,,
,0.002,,,,,-0.004,0.009,0.022,,,
,0.0,,,,,-0.005,0.01,0.024,,,
,-0.001,,,,,-0.005,0.01,0.025,,,
,0.0,,,,,-0.004,0.009,0.024,,,
,0.0,,,,,-0.004,0.009,0.024,,,
,0.001,,,,,-0.005,0.01,0.025,,,
,0.0,,,,,-0.004,0.01,0.025,,,
,-0.001,,,,,-0.003,0.009,0.024,,,
,-0.003,,,,,-0.001,0.009,0.024,,,
,-0.005,,,,,0.0,0.01,0.024,,,
,-0.005,,,,,0.0,0.012,0.024,,,
,-0.004,,,,,0.0,0.014,0.025,,,
,-0.004,,,,,0.0,0.014,0.026,,,
,-0.005,,,,,0.0,0.015,0.028,,,
,-0.005,,,,,0.0,0.015,0.03,,,
,-0.004,,,,,0.0,0.017,0.031,,,
,-0.005,,,,,0.0,0.018,0.03,,,
,-0.006,,,,,0.0,0.02,0.029,,,
,-0.008,,,,,0.0,0.02,0.029,,,
,-0.01,,,,,0.0,0.02,0.03,,,
,-0.01,,,,,0.0,0.021,0.029,,,
,-0.01,,,,,0.0,0.023,0.029,,,
,-0.009,,,,,0.0,0.025,0.03,,,
,-0.009,,,,,0.0,0.025,0.032,,,
,-0.01,,,,,0.0,0.024,0.034,,,
,-0.009,,,,,0.0,0.026,0.035,,,
,-0.008,,,,,-0.001,0.029,0.035,,,
,-0.011,,,,,0.001,0.03,0.035,,,
,-0.016,,,,,0.009,0.029,0.034,,,
,-0.023,,,,,0.017,0.029,0.034,,,
,-0.029,,,,,0.025,0.032,0.035,,,
,-0.035,,,,,0.03,0.034,0.036,,,
,-0.041,,,,,0.035,0.034,0.034,,,
,-0.047,,,,,0.041,0.032,0.032,,,
,-0.052,,,,,0.048,0.033,0.033,,,
,-0.058,,,,,0.054,0.042,0.04,,,
,-0.062,,,,,0.06,0.055,0.052,,,
,-0.065,,,,,0.065,0.07,0.06,,,
,-0.067,,,,,0.069,0.081,0.059,,,
,-0.074,,,,,0.077,0.086,0.053,,,
,-0.087,,,,,0.095,0.082,0.047,,,
,-0.104,,,,,0.118,0.074,0.045,,,
,-0.118,,,,,0.134,0.07,0.04,,,
,-0.126,,,,,0.132,0.07,0.025,,,
,-0.129,,,,,0.118,0.064,-0.005,,,
,-0.129,,,,,0.105,0.043,-0.049,,,
